Chemical Name,shape,coating,diameter mean,diameter Units,Chemical Purity Mean,surface (m2/g),size mean,Size Units,Dissolution,zp mean,zp Units,Species group,Species Scientific Name,media type,illumination,Endpoint,Duration,Observed Duration Units,Toxicity Conc Mean,Toxicity Conc Units,authors,title,journal,vol,issue,year,id
"CuO","","","30","nm","","","","nm","about 12% at 0.006-20 mg/L","","mV","crustacean","Daphnia magna","River water, dissolved organic carbon 13.3 mg/L","dark","EC50 ","48","h","92.7","mg Cu/L","Blinova, I.; Ivask, A.; Heinlaan, M.; Mortimer, M.; Kahru, A.","Ecotoxicity of nanoparticles of CuO and ZnO in natural water","ENVIRONMENTAL POLLUTION","158","1","2010","765"
"CuO","","","30","nm","","","","nm","about 12% at 0.006-20 mg/L","","mV","crustacean","Daphnia magna","River water, dissolved organic carbon 13.2 mg/L","dark","EC50 ","48","h","149","mg Cu/L","Blinova, I.; Ivask, A.; Heinlaan, M.; Mortimer, M.; Kahru, A.","Ecotoxicity of nanoparticles of CuO and ZnO in natural water","ENVIRONMENTAL POLLUTION","158","1","2010","767"
"CuO","","","30","nm","","","","nm","about 12% at 0.006-20 mg/L","","mV","crustacean","Daphnia magna","River water, dissolved organic carbon 29.2 mg/L","dark","EC50 ","48","h","200","mg Cu/L","Blinova, I.; Ivask, A.; Heinlaan, M.; Mortimer, M.; Kahru, A.","Ecotoxicity of nanoparticles of CuO and ZnO in natural water","ENVIRONMENTAL POLLUTION","158","1","2010","768"
"CuO","","","30","nm","","","","nm","about 12% at 0.006-20 mg/L","","mV","crustacean","Daphnia magna","River water, dissolved organic carbon 34.5 mg/L","dark","EC50 ","48","h","224","mg Cu/L","Blinova, I.; Ivask, A.; Heinlaan, M.; Mortimer, M.; Kahru, A.","Ecotoxicity of nanoparticles of CuO and ZnO in natural water","ENVIRONMENTAL POLLUTION","158","1","2010","771"
"CuO","","","30","nm","","","","nm","about 12% at 0.006-20 mg/L","","mV","crustacean","Daphnia magna","River water, dissolved organic carbon 31.5 mg/L","dark","EC50 ","48","h","200","mg Cu/L","Blinova, I.; Ivask, A.; Heinlaan, M.; Mortimer, M.; Kahru, A.","Ecotoxicity of nanoparticles of CuO and ZnO in natural water","ENVIRONMENTAL POLLUTION","158","1","2010","773"
"CuO","","","30","nm","","","","nm","about 12% at 0.006-20 mg/L","","mV","crustacean","Thamnocephalus platyurus","CaSO4*2H2O
– 60, MgSO4*7H2O – 123, NaHCO3 – 96, KCl – 4 mg/l; pH – 7.8 ± 0.2","dark","EC50 ","24","h","1.7","mg Cu/L","Blinova, I.; Ivask, A.; Heinlaan, M.; Mortimer, M.; Kahru, A.","Ecotoxicity of nanoparticles of CuO and ZnO in natural water","ENVIRONMENTAL POLLUTION","158","1","2010","776"
"CuO","","","30","nm","","","","nm","about 12% at 0.006-20 mg/L","","mV","crustacean","Thamnocephalus platyurus","River water, dissolved organic carbon 13.3 mg/L","dark","EC50 ","24","h","152","mg Cu/L","Blinova, I.; Ivask, A.; Heinlaan, M.; Mortimer, M.; Kahru, A.","Ecotoxicity of nanoparticles of CuO and ZnO in natural water","ENVIRONMENTAL POLLUTION","158","1","2010","777"
"CuO","","","30","nm","","","","nm","about 12% at 0.006-20 mg/L","","mV","crustacean","Thamnocephalus platyurus","River water, dissolved organic carbon 13.2 mg/L","dark","EC50 ","24","h","217","mg Cu/L","Blinova, I.; Ivask, A.; Heinlaan, M.; Mortimer, M.; Kahru, A.","Ecotoxicity of nanoparticles of CuO and ZnO in natural water","ENVIRONMENTAL POLLUTION","158","1","2010","779"
"CuO","","","30","nm","","","","nm","about 12% at 0.006-20 mg/L","","mV","crustacean","Thamnocephalus platyurus","River water, dissolved organic carbon 25.9 mg/L","dark","EC50 ","24","h","92.7","mg Cu/L","Blinova, I.; Ivask, A.; Heinlaan, M.; Mortimer, M.; Kahru, A.","Ecotoxicity of nanoparticles of CuO and ZnO in natural water","ENVIRONMENTAL POLLUTION","158","1","2010","780"
"CuO","","","30","nm","","","","nm","about 12% at 0.006-20 mg/L","","mV","crustacean","Thamnocephalus platyurus","River water, dissolved organic carbon 29.2 mg/L","dark","EC50 ","24","h","112","mg Cu/L","Blinova, I.; Ivask, A.; Heinlaan, M.; Mortimer, M.; Kahru, A.","Ecotoxicity of nanoparticles of CuO and ZnO in natural water","ENVIRONMENTAL POLLUTION","158","1","2010","783"
"CuO","","","30","nm","","","","nm","about 12% at 0.006-20 mg/L","","mV","crustacean","Thamnocephalus platyurus","River water, dissolved organic carbon 34.5 mg/L","dark","EC50 ","24","h","129","mg Cu/L","Blinova, I.; Ivask, A.; Heinlaan, M.; Mortimer, M.; Kahru, A.","Ecotoxicity of nanoparticles of CuO and ZnO in natural water","ENVIRONMENTAL POLLUTION","158","1","2010","784"
"CuO","","","56","nm","","","557.3","nm","analysed, value not given","-21.9","mV","crustacean","Daphnia magna","moderately hard reconstituted water (96 mg/L NaHCO3, 60 mg/L CaSO4·2H2O,
60 mg/L MgSO4, 4 mg/L KCl; pH 7.6, according to the US EPA)","16-h/8-h light/dark cycle","EC50","24","h","3207.9"," µg/L","Jo, Hun Je; Choi, Jae Woo; Lee, Sang Hyup; Hong, Seok Won","Acute toxicity of Ag and CuO nanoparticle suspensions against Daphnia magna: The importance of their dissolved fraction varying with preparation methods","JOURNAL OF HAZARDOUS MATERIALS","227","","2012","786"
"CuO","","","30","nm","","","","nm","about 12% at 0.006-20 mg/L","","mV","crustacean","Thamnocephalus platyurus","River water, dissolved organic carbon 31.5 mg/L","dark","EC50 ","24","h","90.3","mg Cu/L","Blinova, I.; Ivask, A.; Heinlaan, M.; Mortimer, M.; Kahru, A.","Ecotoxicity of nanoparticles of CuO and ZnO in natural water","ENVIRONMENTAL POLLUTION","158","1","2010","787"
"CuO","","","30","nm","","","","nm","< 10 mg/L","","mV","bacteria","anaerobic bacteria from sludge","0.2 g/L of inoculum, 9 g/L of cattle manure, test medium ","","EC50","14","days","10.7","mg Cu/L","Luna-delRisco, Mario; Orupold, Kaja; Dubourguier, Henri-Charles","Particle-size effect of CuO and ZnO on biogas and methane production during anaerobic digestion","JOURNAL OF HAZARDOUS MATERIALS","189","1月2日","2011","788"
"CuO","","","30","nm","","","","nm","< 0.01 mg/L","","mV","rotifer","Brachionus calyciflorus","Rotoxkit F; standard freshwater","dark","LC50 ","24","h","0.24","mg/L","Manusadzianas, Levonas; Caillet, Celine; Fachetti, Louis; Gylyte, Brigita; Grigutyte, Reda; Jurkoniene, Sigita; Karitonas, Rolandas; Sadauskas, Kazys; Thomas, Fabien; Vitkus, Rimantas; Ferard, Jean-Francois","Toxicity of copper oxide nanoparticle suspensions to aquatic biota","ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY","31","1","2012","789"
"CuO","","","30","nm","","","","nm","< 0.01 mg/L","","mV","algae","Chlorella spp.","LuminoTox; reaction buffer","","IC50","0.5","h","47","mg/L","Manusadzianas, Levonas; Caillet, Celine; Fachetti, Louis; Gylyte, Brigita; Grigutyte, Reda; Jurkoniene, Sigita; Karitonas, Rolandas; Sadauskas, Kazys; Thomas, Fabien; Vitkus, Rimantas; Ferard, Jean-Francois","Toxicity of copper oxide nanoparticle suspensions to aquatic biota","ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY","31","1","2012","790"
"CuO","","","60","nm","","","","nm","0.15 µmol/g","","mV","bacteria","soil bacteria","mineral pasture soil  (Typic Dystrochrept, organic-C = 40 mg/g, total-
N= 3.3 mg/g, pH(H2O) = 5.0, moisture content of 40% of water holding capacity","","EC50 ","2","h","35","mmol/g","Rousk, Johannes; Ackermann, Kathrin; Curling, Simon F; Jones, Davey L","Comparative toxicity of nanoparticulate CuO and ZnO to soil bacterial communities.","PloS one","7","3","2012","792"
"CuO","","","50","nm","","","935.5","nm","analysed, value not given","-17.6","mV","crustacean","Daphnia magna","moderately hard reconstituted water (96 mg/L NaHCO3, 60 mg/L CaSO4·2H2O,
60 mg/L MgSO4, 4 mg/L KCl; pH 7.6, according to the US EPA)","16-h/8-h light/dark cycle","EC50","24","h","39.2"," µg dissolved Cu/L","Jo, Hun Je; Choi, Jae Woo; Lee, Sang Hyup; Hong, Seok Won","Acute toxicity of Ag and CuO nanoparticle suspensions against Daphnia magna: The importance of their dissolved fraction varying with preparation methods","JOURNAL OF HAZARDOUS MATERIALS","227","","2012","794"
"CuO","","","50","nm","","","622.1","nm","analysed, value not given","-23.3","mV","crustacean","Daphnia magna","moderately hard reconstituted water (96 mg/L NaHCO3, 60 mg/L CaSO4·2H2O,
60 mg/L MgSO4, 4 mg/L KCl; pH 7.6, according to the US EPA)","16-h/8-h light/dark cycle","EC50","24","h","29.8"," µg dissolved Cu/L","Jo, Hun Je; Choi, Jae Woo; Lee, Sang Hyup; Hong, Seok Won","Acute toxicity of Ag and CuO nanoparticle suspensions against Daphnia magna: The importance of their dissolved fraction varying with preparation methods","JOURNAL OF HAZARDOUS MATERIALS","227","","2012","797"
"CuO","","","30","nm","","","","nm","< 0.01 mg/L","","mV","algae","Chlorella spp.","LuminoTox; reaction buffer","","IC50","0.5","h","57","mg/L","Manusadzianas, Levonas; Caillet, Celine; Fachetti, Louis; Gylyte, Brigita; Grigutyte, Reda; Jurkoniene, Sigita; Karitonas, Rolandas; Sadauskas, Kazys; Thomas, Fabien; Vitkus, Rimantas; Ferard, Jean-Francois","Toxicity of copper oxide nanoparticle suspensions to aquatic biota","ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY","31","1","2012","798"
"CuO","","","40","nm","99.5","","340","nm","0.6 mg/L at 25 mg/L
1.87 mg/L at 75 mg/L","","mV","insect","Allogamus ligonifer","stream water (silica 9.6 ± 2 mg/L, Na+ 4.1 ± 0.4 mg/L, Ca2+ 1.3 ± 0.3 mg/L, K+ 0.6 ± 0.1 mg/L, HCO3- 8.0 ± 0.8 mg/L, Cl-  4.2 ± 0.4 mg/L, and SO4- 1.0 ± 0.2 mg/L. pH 5.8 ± 0.2","12-h/12-h light/dark cycle","LC50 ","96","h","569","mg/L","Pradhan, Arunava; Seena, Sahadevan; Pascoal, Claudia; Cassio, Fernanda","Copper oxide nanoparticles can induce toxicity to the freshwater shredder Allogamus ligonifer","CHEMOSPHERE","89","9","2012","800"
"CuO","","","50","nm","","","557.3","nm","analysed, value not given","-21.9","mV","crustacean","Daphnia magna","moderately hard reconstituted water (96 mg/L NaHCO3, 60 mg/L CaSO4·2H2O,
60 mg/L MgSO4, 4 mg/L KCl; pH 7.6, according to the US EPA)","16-h/8-h light/dark cycle","EC50","24","h","34.5"," µg dissolved Cu/L","Jo, Hun Je; Choi, Jae Woo; Lee, Sang Hyup; Hong, Seok Won","Acute toxicity of Ag and CuO nanoparticle suspensions against Daphnia magna: The importance of their dissolved fraction varying with preparation methods","JOURNAL OF HAZARDOUS MATERIALS","227","","2012","802"
"CuO","","","50","nm","","","263.7","nm","analysed, value not given","-21.5","mV","crustacean","Daphnia magna","moderately hard reconstituted water (96 mg/L NaHCO3, 60 mg/L CaSO4·2H2O,
60 mg/L MgSO4, 4 mg/L KCl; pH 7.6, according to the US EPA)","16-h/8-h light/dark cycle","EC50","24","h","32.2"," µg dissolved Cu/L","Jo, Hun Je; Choi, Jae Woo; Lee, Sang Hyup; Hong, Seok Won","Acute toxicity of Ag and CuO nanoparticle suspensions against Daphnia magna: The importance of their dissolved fraction varying with preparation methods","JOURNAL OF HAZARDOUS MATERIALS","227","","2012","804"
"CuO","","","50","nm","","","237","nm","analysed, value not given","-22.9","mV","crustacean","Daphnia magna","moderately hard reconstituted water (96 mg/L NaHCO3, 60 mg/L CaSO4·2H2O,
60 mg/L MgSO4, 4 mg/L KCl; pH 7.6, according to the US EPA)","16-h/8-h light/dark cycle","EC50","24","h","52.6"," µg dissolved Cu/L","Jo, Hun Je; Choi, Jae Woo; Lee, Sang Hyup; Hong, Seok Won","Acute toxicity of Ag and CuO nanoparticle suspensions against Daphnia magna: The importance of their dissolved fraction varying with preparation methods","JOURNAL OF HAZARDOUS MATERIALS","227","","2012","808"
"CuO","","","50","nm","","","199.7","nm","analysed, value not given","-23.6","mV","crustacean","Daphnia magna","moderately hard reconstituted water (96 mg/L NaHCO3, 60 mg/L CaSO4·2H2O,
60 mg/L MgSO4, 4 mg/L KCl; pH 7.6, according to the US EPA)","16-h/8-h light/dark cycle","EC50","24","h","63.6"," µg dissolved Cu/L","Jo, Hun Je; Choi, Jae Woo; Lee, Sang Hyup; Hong, Seok Won","Acute toxicity of Ag and CuO nanoparticle suspensions against Daphnia magna: The importance of their dissolved fraction varying with preparation methods","JOURNAL OF HAZARDOUS MATERIALS","227","","2012","813"
"CuO","","","57","nm","","","237","nm","analysed, value not given","-22.9","mV","crustacean","Daphnia magna","moderately hard reconstituted water (96 mg/L NaHCO3, 60 mg/L CaSO4·2H2O,
60 mg/L MgSO4, 4 mg/L KCl; pH 7.6, according to the US EPA)","16-h/8-h light/dark cycle","EC50","24","h","54.5"," µg/L","Jo, Hun Je; Choi, Jae Woo; Lee, Sang Hyup; Hong, Seok Won","Acute toxicity of Ag and CuO nanoparticle suspensions against Daphnia magna: The importance of their dissolved fraction varying with preparation methods","JOURNAL OF HAZARDOUS MATERIALS","227","","2012","815"
"CuO","","","58","nm","","","199.7","nm","analysed, value not given","-23.6","mV","crustacean","Daphnia magna","moderately hard reconstituted water (96 mg/L NaHCO3, 60 mg/L CaSO4·2H2O,
60 mg/L MgSO4, 4 mg/L KCl; pH 7.6, according to the US EPA)","16-h/8-h light/dark cycle","EC50","24","h","89.4"," µg/L","Jo, Hun Je; Choi, Jae Woo; Lee, Sang Hyup; Hong, Seok Won","Acute toxicity of Ag and CuO nanoparticle suspensions against Daphnia magna: The importance of their dissolved fraction varying with preparation methods","JOURNAL OF HAZARDOUS MATERIALS","227","","2012","818"
"CuO","","","50","nm","","","557.3","nm","analysed, value not given","-21.9","mV","crustacean","Daphnia magna","moderately hard reconstituted water (96 mg/L NaHCO3, 60 mg/L CaSO4·2H2O,
60 mg/L MgSO4, 4 mg/L KCl; pH 7.6, according to the US EPA)","16-h/8-h light/dark cycle","EC50","24","h","26.6"," µg dissolved Cu/L","Jo, Hun Je; Choi, Jae Woo; Lee, Sang Hyup; Hong, Seok Won","Acute toxicity of Ag and CuO nanoparticle suspensions against Daphnia magna: The importance of their dissolved fraction varying with preparation methods","JOURNAL OF HAZARDOUS MATERIALS","227","","2012","819"
"CuO","","","50","nm","","","237","nm","analysed, value not given","-22.9","mV","crustacean","Daphnia magna","moderately hard reconstituted water (96 mg/L NaHCO3, 60 mg/L CaSO4·2H2O,
60 mg/L MgSO4, 4 mg/L KCl; pH 7.6, according to the US EPA)","16-h/8-h light/dark cycle","EC50","24","h","37.7"," µg dissolved Cu/L","Jo, Hun Je; Choi, Jae Woo; Lee, Sang Hyup; Hong, Seok Won","Acute toxicity of Ag and CuO nanoparticle suspensions against Daphnia magna: The importance of their dissolved fraction varying with preparation methods","JOURNAL OF HAZARDOUS MATERIALS","227","","2012","822"
"CuO","","","59","nm","","","263.7","nm","analysed, value not given","-21.5","mV","crustacean","Daphnia magna","moderately hard reconstituted water (96 mg/L NaHCO3, 60 mg/L CaSO4·2H2O,
60 mg/L MgSO4, 4 mg/L KCl; pH 7.6, according to the US EPA)","16-h/8-h light/dark cycle","EC50","24","h","97.2"," µg/L","Jo, Hun Je; Choi, Jae Woo; Lee, Sang Hyup; Hong, Seok Won","Acute toxicity of Ag and CuO nanoparticle suspensions against Daphnia magna: The importance of their dissolved fraction varying with preparation methods","JOURNAL OF HAZARDOUS MATERIALS","227","","2012","825"
"CuO","","","50","nm","","","557.3","nm","analysed, value not given","-21.9","mV","crustacean","Daphnia magna","moderately hard reconstituted water (96 mg/L NaHCO3, 60 mg/L CaSO4·2H2O,
60 mg/L MgSO4, 4 mg/L KCl; pH 7.6, according to the US EPA)","16-h/8-h light/dark cycle","EC50","24","h","32.5"," µg dissolved Cu/L","Jo, Hun Je; Choi, Jae Woo; Lee, Sang Hyup; Hong, Seok Won","Acute toxicity of Ag and CuO nanoparticle suspensions against Daphnia magna: The importance of their dissolved fraction varying with preparation methods","JOURNAL OF HAZARDOUS MATERIALS","227","","2012","827"
"CuO","","","30","nm","","","","nm","about 12% at 0.006-20 mg/L","","mV","crustacean","Daphnia magna","artificial fresh water CaCl2*2H2O – 294, MgSO4*7H2O –
123.25, NaHCO3 – 64.75, KCl – 5.75, pH  7.8 ± 0.2","dark","EC50 ","48","h","2.6","mg Cu/L","Blinova, I.; Ivask, A.; Heinlaan, M.; Mortimer, M.; Kahru, A.","Ecotoxicity of nanoparticles of CuO and ZnO in natural water","ENVIRONMENTAL POLLUTION","158","1","2010","829"
